nivel,entidad,programa,subprograma,anho,monto,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,8- DENTRO DE ESTE SUBPROGRAMA SE CONTEMPLA EL PROYECTO PARA LA CONSTRUCCIÓN DE UN SISTEMA DE TRASVASE DE AGUA DESDE EL RÍO PARAGUAY HASTA EL CHACO CENTRAL ASÍ COMO LA IMPLEMENTACIÓN DE ALTERNATIVAS INMEDIATAS PARA ENFRENTAR LA PROBLEMÁTICA DEL SUMINISTRO D (...),2013,161935998314,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,"1- RECAUDACIONES INCREMENTADAS EN EL AMBITO DE MEDIANOS, PEQUEÑOS Y GRANDES CONTRIBUYENTES 5%
ASESORAR Y RECOMENDAR CURSOS DE ACCIÒN, QUE PERMITA EL MEJORAMIENTO ESTRUCTURAL DEL PAIS.
ESTUDIAR LOS EFECTOS DE LAS MEDIDAS DE POLITICAS ECONOMICAS SOBRE LA ECO (...)",1- SUBSECRETARIA DE ESTADO DE TRIBUTACION,2015,160805628698,,
25-EMPRESAS PÚBLICAS,02-ADMINISTRACIÓN NACIONAL DE ELECTRICIDAD,1- CUMPLIMIENTO DE LAS OBLIGACIONES CONTRAIDAS POR LA ANDE POR CONTRATACION Y UTILIZACIÓN DE RECURSOS DE DIFERENTES ORGANISMOS FINANCIEROS.,0- *,2014,160361403591,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,"21- EL OBJETIVO DEL PROGRAMA ES REDUCIR LOS COSTOS DE TRANSPORTE EN LOS CORREDORES DE INTEGRACIÓN NACIONAL E INTERNACIONAL, A LA VEZ SE CONSERVA EL PATRIMONIO VIAL DEL PAÍS. EL PROGRAMA MEJORARÁ LAS CONDICIONES DE TRANSITABILIDAD Y LOS NIVELES DE ACCESIBIL (...)",2012,160266822842,,
25-EMPRESAS PÚBLICAS,07-INDUSTRIA NACIONAL DEL CEMENTO,"1-   SUB/PRY/PROD          DEN. DEL PROD.    CANTIDAD   UNID. DE MEDIDA
EXPL. Y ELAB DE CLINKER CLINKER           515.000         TON/AÑO
MOLIENDA DE CEMENTO     CEMENTO PORTLAND  598.449         TON/AÑO
MOLIENDA DE CAL AGRICOLA         70.000 TON/AÑO
","1- ESTE PROGRAMA TIENE POR OBJETO, PREVER LOS MEDIOS ECONOMICOS QUE DEMANDAN LAS ACTIVIDADES PARA LA EXPLOTACION DE LAS MATERIAS PRIMAS Y PROCESAMIENTO PARA LA ELABORACION DE CLINKER.
SE RESALTA LAS SIGUIENTES ETAPAS DE PROCESO:
1. OPERATIVA: INHERENTES A  (...)",2013,159899541328,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,4- LA COORDINACIÓN INTERINSTITUCIONAL ADMINISTRATIVA Y FINANCIERA A LOS PROGRAMAS Y PROYECTOS EJECUTADOS POR LA SAS.,1- *,2012,158887485948,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,3- *,6- ATENCIÓN ESPECIALIZADA EN INTERNACIÓN Y ASISTENCIA EN  SALUD PARA LA POBLACIÓN NECESITADA DE ESPECIALIDADES GENERALES EN FORMA EFICIENTE.,2011,157930818999,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,15-DIRECCION NACIONAL DE ADUANAS,"1- - INCREMENTAR LA RECAUDACIÓN FISCAL MEJORANDO LA APLICACIÓN DE LAS TÉCNICAS ADUANERAS.
",0- *,2014,157538937144,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,23-SECRETARIA NACIONAL DE LA VIVIENDA Y EL HABITAT,1- *,2- *,2012,156233301115,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,03-INSTITUTO NACIONAL DE DESARROLLO RURAL Y DE LA TIERRA,1- FORTALECER EL SERVICIO DE MENSURA TITULACION,1- *,2014,155588425767,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,11- -TIEMPO DE GESTIÓN DE LOS TRÁMITES ADMINISTRATIVOS PARA EL OTORGAMIENTO DE LAS INDEMNIZACIONES A VICTIMAS DE LA DICTADURA Y EX OBRERO DE ACEPAR Y CAJA BANCARIA PARA PAGO DE JUBILADOS,0- *,2012,154588481519,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,03-INSTITUTO NACIONAL DE DESARROLLO RURAL Y DE LA TIERRA,3- PROGRAMA EMBLEMÁTICO. CONSOLIDACIÓN Y ARRAIGO DE LAS FAMILIAS RURALES Y EL POTENCIAMIENTO DEL BIENESTAR RURAL.,0- *,2012,152969914915,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,"1- MAXIMIZACION DE LAS RECAUDACIONES EN EL AMBITO DE MEDIANOS, PEQUEÑOS Y GRANDES CONTRIBUYENTES 10%.-",1- *,2011,152010999398,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,"14- PAV. ASF. S/ EMPEDRADOS, RECAPADO, Y PAV. PETREA DE VARIOS TRAMOS MEDIANTE LA UTILIZACION DE LOS FONDOS ESTRUCTURALES DEL MERCOSUR A OBJETO DE REDUCIR COSTOS DE TRANSPORTES Y MEJORAR LA COMPETITIVIDAD ESTIMULANDO LA PRODUCCION DE BIENES EXPORTABLES O D (...)",2012,151560229068,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,15-DIRECCION NACIONAL DE ADUANAS,"1- - INCREMENTAR LA RECAUDACIÓN FISCAL MEJORANDO LA APLICACIÓN DE LAS TÉCNICAS ADUANERAS.
",0- *,2015,151524896768,,
27-ENTIDADES FINANCIERAS OFICIALES,01-BANCO NACIONAL DE FOMENTO (BNF),"1- - TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS. 
- CALIDAD Y RAPIDEZ DE LA ATENCION AL CLIENTE.
- DESARROLLO DE PROGRAMAS TECNOLOGICOS.
-FUNCIONARIOS CAPACITADOS EN CURSOS Y SEMINARIOS.
",0- *,2011,150893540622,,
25-EMPRESAS PÚBLICAS,06-PETRÓLEOS PARAGUAYOS,1- % DE EJECUCION,0- *,2015,149395806838,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,10-COMISIÓN NACIONAL DE TELECOMUNICACIONES,1- -TRÁMITES ADMINISTRATIVOS REALIZADOS EN TIEMPO Y FORMA.,0- *,2013,148871040054,,
11-PODER LEGISLATIVO,03-CÁMARA DE DIPUTADOS,"1- -TIEMPO DE GESTIÓN Y TRÁMITES ADMINISTRATIVOS ESPERADOS.
-CALIDAD Y OPORTUNIDAD EN LA EMISIÓN DE LA INFORMACIÓN ESPERADA.",0- *,2011,148268967073,,
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,14- - PERSONAS CAPACITADAS,0- *,2012,147903185225,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)","22- REALIZAR ACCIONES TENDIENTES A MEJORAR LA CALIDAD DE VIDA DE LOS HABITANTES, A TRAVEZ DE LA ASISTENCIA MEDICA INTEGRAL EN LOS TERRITORIOS ASIGNADOS",2011,147813110591,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,2- BENEFICIAR A FAMILIAS  CON TARIFA DIFERNCIADA-CUMPLIMIENTO DE DISPOSICIONES LEGALES PARA LA EFECTIVIZACIÓN DE LOS PAGOS-TIEMPO DE GESTIÓN DE LOS TRÁMITES ADMINISTRATIVOS PARA EL OTORGAMIENTO DE LAS INDEMNIZACIONES A VICTIMAS DE LA DICTADURA Y EX OBRERO  (...),3- EL PROCESO DE DESCENTRALIZACIÓN EN PARAGUAY ES AÚN INCIPIENTE Y CARACTERIZADO POR UN ALTO NIVEL DE CENTRALIZACIÓN A NIVEL DEL GOBIERNO CENTRAL. A PESAR DE QUE LA CONSTITUCIÓN Y LAS LEYES VIGENTES OTORGAN MÚLTIPLES ATRIBUCIONES Y FUNCIONES A LOS GOBIERNO (...),2016,147556057105,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,"1- MAXIMIZACION DE LAS RECAUDACIONES EN EL AMBITO DE MEDIANOS, PEQUEÑOS Y GRANDES CONTRIBUYENTES 10%.-",1- *,2012,146324583206,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"6- - REDUCCION DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
- REDUCCION DEL TIEMPO DE PROCESAMIENTO DE PAGO DE LAS OBLIGACIONES CONTRAIDAS.
- MEJORA EN LA CALIDAD Y OPORTUNIDAD EN LA EMISION DE LA INFORMACION ESPERADAS.",0- *,2012,146173157852,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,20- *,1- *,2014,146127356681,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,03-INSTITUTO NACIONAL DE DESARROLLO RURAL Y DE LA TIERRA,1- FORTALECER EL SERVICIO DE MENSURA TITULACION,1- *,2011,145996707328,,
12-PODER EJECUTIVO,03-MINISTERIO DEL INTERIOR,7- *,0- *,2011,145880374394,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,9- *,0- ES UNA INSTITUCIÓN QUE CONTRIBUYE CON LA CAPACITACIÓN DE RECURSOS HUMANOS EN SALUD Y SU EFICIENTE Y EFICAZ DISTRIBUCIÓN,2014,145706025990,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"5- -BUENA CAPACIDAD FISICA DE LA INFRAESTRUCTURA EDILICIA PARA EL DESARROLLO DE LA CONDUCCIÓN Y EL PLANEAMIENTO ESTRATEGICO DE LA FUERZA AEREA.
-NIVEL ACEPTABLE DE MANTENIMIENTO DE EQUIPOS INFORMATICOS Y DE COMUNICACIÓN",0- *,2015,143953362261,,
25-EMPRESAS PÚBLICAS,02-ADMINISTRACIÓN NACIONAL DE ELECTRICIDAD,1- CUMPLIMIENTO DE LAS OBLIGACIONES CONTRAIDAS POR LA ANDE POR CONTRATACION Y UTILIZACIÓN DE RECURSOS DE DIFERENTES ORGANISMOS FINANCIEROS.,0- *,2011,143802669044,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,10-COMISIÓN NACIONAL DE TELECOMUNICACIONES,1- -TRÁMITES ADMINISTRATIVOS REALIZADOS EN TIEMPO Y FORMA.,0- *,2012,143327531328,,
25-EMPRESAS PÚBLICAS,07-INDUSTRIA NACIONAL DEL CEMENTO,"1- SE ESPERA UN AVANCE DEL PROYECTO EN UN 75% PARA SU CULMINACION EN EL EJERCICIO 2008.
",0- *,2014,142549617000,,
13-PODER JUDICIAL,06-MINISTERIO DE LA DEFENSA PUBLICA,1- *,0- *,2013,141773626437,,
13-PODER JUDICIAL,03-MINISTERIO PÚBLICO,"1- -INFORME DEL SISTEMA ORGANIZACIONAL IMPLEMENTADO
-INFORME DEL EQUIPO TECNICO SOBRE LA IMPLEMENTACIÓN DEL SISTEMA.
-INFORME DE GESTIÓN ADMINISTRATIVA Y FINANCIERA
-SISTEMA DE PLANIFICACIÓN Y DISTRIBUCIÓN DE RECURSOS IMPLEMENTADOS
-PROCESOS DEL MINISTERIO (...)",0- *,2015,141023098240,,
25-EMPRESAS PÚBLICAS,02-ADMINISTRACIÓN NACIONAL DE ELECTRICIDAD,1- CUMPLIMIENTO DE LAS OBLIGACIONES CONTRAIDAS POR LA ANDE POR CONTRATACION Y UTILIZACIÓN DE RECURSOS DE DIFERENTES ORGANISMOS FINANCIEROS.,0- *,2012,139673775620,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,"21- EL OBJETIVO DEL PROGRAMA ES REDUCIR LOS COSTOS DE TRANSPORTE EN LOS CORREDORES DE INTEGRACIÓN NACIONAL E INTERNACIONAL, A LA VEZ SE CONSERVA EL PATRIMONIO VIAL DEL PAÍS. EL PROGRAMA MEJORARÁ LAS CONDICIONES DE TRANSITABILIDAD Y LOS NIVELES DE ACCESIBIL (...)",2013,138724060729,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"7- -PROMOCIONES Y PREVENCIONES REALIZADAS.
-CONSULTA E INVESTIGACIONES CONCLUIDAS.
-CAPACITACIONES REALIZADAS","5- VIG. DE ENF.PREV POR VAC Y PAI. FUE CREADO PARA CONTROL DE ENFERMEDADES EPIDEMIOLOGICAS A TRAVÉS DE VACUNAS. CONSISTE EN LA VIGILANCIA EPIDEMIOLOGICA DE ENFERMEDADES PREVENIBLES POR VACUNAS, COMO POLIOMELITIS, DIFTERIA, TOS CONVULSA, TETANOS, SARAMPIÓN, (...)",2012,138411651748,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,15-DIRECCION NACIONAL DE ADUANAS,"1- -RECURSOS FINANCIEROS PROVEIDOS 
-PROCESOS ADMINISTRATIVOS OPTIMIZADOS CON MIRAS A OBTENER CERTIFICACIÓN DE CALIDAD INTERNACIONAL.",0- *,2015,138332860353,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,23-SECRETARIA NACIONAL DE LA VIVIENDA Y EL HABITAT,1- *,1- *,2011,137488263036,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,23-SECRETARIA NACIONAL DE LA VIVIENDA Y EL HABITAT,1- *,0- *,2014,135798127099,,
24-ENTIDADES PÚBLICAS DE SEGURIDAD SOCIAL,01-INSTITUTO DE PREVISIÓN SOCIAL,"1- -EXCEDENTES FINANCIEROS SON COLOCADOS EN CONDICIONES FAVORABLES DE SEGURIDAD, TRANSPARENCIA Y RENTABILIDAD.
-RECAUDACIONES PROVENIENTES DE APORTES OBRERO PATRONAL QUE AUMENTAN EN PROMEDIO ANUAL POR ENCIMA DEL 10%.
-RENTABILIDAD DE LOS ACTIVOS FINANCIERO (...)",0- *,2011,135786520336,,
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,"2- - INSCRIPCIÒN Y EXPEDICIÓN DE CERTIFICADOS DE HECHOS VITALES (NACIMIENTOS, MATRIMONIOS, DEFUNCIONES)

",2- *,2015,135530502872,,
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,"1- - TIEMPO DE GESTIÓN DE LOS TRÁMITES ADMINISTRATIVOS.
- RECURSOS DEL MEC SALVAGUARDADOS.
- REMUNERACIONES BASICAS DEL PERSONAL OTORGADAS EN TIEMPO Y FORMA.
- BECAS OFRECIDAS POR LOS ORGANISMOS INTERNACIONALES DIFUNDIDAS EN FORMA OPORTUNA Y ADJUDICADAS CO (...)",0- *,2016,134705251273,,
12-PODER EJECUTIVO,03-MINISTERIO DEL INTERIOR,1- REDUCCION DE LA POBREZA Y DESARROLLO SOCIAL,1- *,2016,133952390264,,
25-EMPRESAS PÚBLICAS,02-ADMINISTRACIÓN NACIONAL DE ELECTRICIDAD,1- CUMPLIMIENTO DE LAS OBLIGACIONES CONTRAIDAS POR LA ANDE POR CONTRATACION Y UTILIZACIÓN DE RECURSOS DE DIFERENTES ORGANISMOS FINANCIEROS.,0- *,2013,133712268102,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"3- -ATENCIÓN MÉDICA BRINDADA A LA COMUNIDAD
-ACTIVIDADES DE EXTENSIÓN UNIVERSITARIA REALIZADAS
-CAMPO DE PRÁCTICAS HOSPITALARIAS PARA LAS ACTIVIDADES DOCENTES, ASISTENCIALES Y DE INVESTIGACIÓN PROVEÍDOS",2- *,2014,133431383019,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"5- -BUENA CAPACIDAD FISICA DE LA INFRAESTRUCTURA EDILICIA PARA EL DESARROLLO DE LA CONDUCCIÓN Y EL PLANEAMIENTO ESTRATEGICO DE LA FUERZA AEREA.
-NIVEL ACEPTABLE DE MANTENIMIENTO DE EQUIPOS INFORMATICOS Y DE COMUNICACIÓN",0- *,2014,133386767289,,
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,"1- - REDUCCIÓN DEL TIEMPO DE GESTIÓN Y TRAMITES ADMINISTRATIVOS.
- REDUCCIÓN DEL TIEMPO DE PROCESAMIENTO DE PAGO DE LAS OBLIGACIONES CONTRAIDAS.
- MEJORA EN LA CALIDAD Y OPORTUNIDAD EN LA EMISIÓN DE LA INFORMACIÓN.
- SUMINISTRAR BIENES DE CONSUMO Y MUEBLES (...)",0- *,2011,132558831684,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,15-DIRECCION NACIONAL DE ADUANAS,"1- - INCREMENTAR LA RECAUDACIÓN FISCAL MEJORANDO LA APLICACIÓN DE LAS TÉCNICAS ADUANERAS.
",0- *,2013,131818183289,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"3- -ATENCIÓN MÉDICA BRINDADA A LA COMUNIDAD
-ACTIVIDADES DE EXTENSIÓN UNIVERSITARIA REALIZADAS
-CAMPO DE PRÁCTICAS HOSPITALARIAS PARA LAS ACTIVIDADES DOCENTES, ASISTENCIALES Y DE INVESTIGACIÓN PROVEÍDOS",2- *,2013,129831343182,,
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,6- *,11- *,2012,129754729312,,
12-PODER EJECUTIVO,03-MINISTERIO DEL INTERIOR,7- *,0- *,2012,129278296504,,
25-EMPRESAS PÚBLICAS,07-INDUSTRIA NACIONAL DEL CEMENTO,"1-   SUB/PRY/PROD          DEN. DEL PROD.    CANTIDAD   UNID. DE MEDIDA
EXPL. Y ELAB DE CLINKER CLINKER           515.000         TON/AÑO
MOLIENDA DE CEMENTO     CEMENTO PORTLAND  598.449         TON/AÑO
MOLIENDA DE CAL AGRICOLA         70.000 TON/AÑO
","2- ESTE PROGRAMA TIENE POR OBJETO PREVER LOS MEDIOS ECONOMICOS QUE DEMANDAN LAS ACTIVIDADES PARA LA MOLIENDA DE CEMENTO PORTLAND EN LA PLANTA INDUSTRIAL DE VILLETA.
SE RESALTA LAS SIGUIENTES ETAPAS DE PROCESO:
1. OPERATIVAS:INHERENTES A LA EXPLOTACION DE M (...)",2012,127652390078,,
25-EMPRESAS PÚBLICAS,07-INDUSTRIA NACIONAL DEL CEMENTO,"1-   SUB/PRY/PROD          DEN. DEL PROD.    CANTIDAD   UNID. DE MEDIDA
EXPL. Y ELAB DE CLINKER CLINKER           600.000         TON/AÑO
MOLIENDA DE CEMENTO     CEMENTO PORTLAND  795.200         TON/AÑO
MOLIENDA DE CAL AGRICOLA         24.000 TON/AÑO
","2- ESTE PROGRAMA TIENE POR OBJETO PREVER LOS MEDIOS ECONOMICOS QUE DEMANDAN LAS ACTIVIDADES PARA LA MOLIENDA DE CEMENTO PORTLAND EN LA PLANTA INDUSTRIAL DE VILLETA.
SE RESALTA LAS SIGUIENTES ETAPAS DE PROCESO:
1. OPERATIVAS:INHERENTES A LA EXPLOTACION DE M (...)",2014,127540330928,,
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,14- - PERSONAS CAPACITADAS,0- *,2011,126930404930,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"5- -BUENA CAPACIDAD FISICA DE LA INFRAESTRUCTURA EDILICIA PARA EL DESARROLLO DE LA CONDUCCIÓN Y EL PLANEAMIENTO ESTRATEGICO DE LA FUERZA AEREA.
-NIVEL ACEPTABLE DE MANTENIMIENTO DE EQUIPOS INFORMATICOS Y DE COMUNICACIÓN",0- *,2013,126287781139,,
12-PODER EJECUTIVO,04-MINISTERIO DE RELACIONES EXTERIORES,"1- - NEGOCIACIONES NACIONALES E INTERNACIONALES REALIZADAS.
- PRESUPUESTO RACIONALIZADO.
- RECURSOS MATERIALES DISTRIBUIDOS OPORTUNAMENTE.
- TALENTOS HUMANOS DISTRIBUIDOS Y CONTROLADOS EFICIENTEMENTE.


",0- *,2014,125865984971,,
27-ENTIDADES FINANCIERAS OFICIALES,07-AGENCIA FINANCIERA DE DESARROLLO,4- PAGO OPORTUNO DE LA DEUDA,0- *,2013,125524761298,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,10-COMISIÓN NACIONAL DE TELECOMUNICACIONES,"1- -INSTRUMENTOS DE REGULACIÓN UTILIZADOS.
-INFORME DE CALIDAD DE LOS SERVICIOS EVALUADOS.
-TRÁMITES ADMINISTRATIVOS REALIZADOS EN TIEMPO Y FORMA.",0- *,2011,125049537226,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,4- LA COORDINACIÓN INTERINSTITUCIONAL ADMINISTRATIVA Y FINANCIERA A LOS PROGRAMAS Y PROYECTOS EJECUTADOS POR LA SAS.,1- *,2011,124678326561,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,11- -TIEMPO DE GESTIÓN DE LOS TRÁMITES ADMINISTRATIVOS PARA EL OTORGAMIENTO DE LAS INDEMNIZACIONES A VICTIMAS DE LA DICTADURA Y EX OBRERO DE ACEPAR Y CAJA BANCARIA PARA PAGO DE JUBILADOS,0- *,2014,124557398105,,
25-EMPRESAS PÚBLICAS,07-INDUSTRIA NACIONAL DEL CEMENTO,"1- SE ESPERA UN AVANCE DEL PROYECTO EN UN 75% PARA SU CULMINACION EN EL EJERCICIO 2008.
",0- *,2015,122420555722,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,"4- PAGO A BENEFICIARIOS VETERANOS Y LISIADOS, HEREDEROS VETERANOS Y LISIADOS, PENSION ALIMENTARIA ADULTOS MAYORES, SUBSIDIOS A VETERANOS Y LISIADOS, PENSIONES GRACIABLES,HEREDEROS DE POLICIAS Y MILITARES F.S., GASTOS DE SEPELIO Y HABERES ATRASADOS POR RESO (...)","1- LA DIRECCION DE PENSIONES NO CONTRIBUTIVAS DEBE CONSOLIDAD LOS MECANISMOS DE SEGUIMIENTOS Y CONTROL DE CLIENTES, INVERTIR EN LA CAPACITACION PERMANENTE DE FUNCIONARIOS PARA DESARRROLLAR Y MEJORAR LAS HABILIDADES DE LOS MISMOS, APLICAR MEJORAS CONTINUAS  (...)",2016,121783554854,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,03-INSTITUTO NACIONAL DE DESARROLLO RURAL Y DE LA TIERRA,1- FORTALECER EL SERVICIO DE MENSURA TITULACION,1- *,2013,120689455079,,
13-PODER JUDICIAL,03-MINISTERIO PÚBLICO,"1- -INFORME DEL SISTEMA ORGANIZACIONAL IMPLEMENTADO
-INFORME DEL EQUIPO TECNICO SOBRE LA IMPLEMENTACIÓN DEL SISTEMA.
-INFORME DE GESTIÓN ADMINISTRATIVA Y FINANCIERA
-SISTEMA DE PLANIFICACIÓN Y DISTRIBUCIÓN DE RECURSOS IMPLEMENTADOS
-PROCESOS DEL MINISTERIO (...)",0- *,2014,119059999297,,
12-PODER EJECUTIVO,03-MINISTERIO DEL INTERIOR,7- *,0- *,2013,118541438234,,
27-ENTIDADES FINANCIERAS OFICIALES,07-AGENCIA FINANCIERA DE DESARROLLO,1- *,0- *,2016,118134768889,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,4- LA COORDINACIÓN INTERINSTITUCIONAL ADMINISTRATIVA Y FINANCIERA A LOS PROGRAMAS Y PROYECTOS EJECUTADOS POR LA SAS.,1- *,2013,117875164198,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"4- -PREVENCIÓN, EDUCACIÓN E INVESTIGACIÓN, REALIZADA.
-CONSULTAS EFECTUADAS.
-INTERNACIONES EFECTIVAS.
-ASISTENCIA INICIAL EN CASOS DE URGENCIAS, EFECTUADAS.",1- *,2014,117866232191,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,13- *,0- *,2012,117834176133,,
12-PODER EJECUTIVO,"16-MINISTERIO DE TRABAJO, EMPLEO Y SEGURIDAD SOCIAL",1- *,2- *,2015,117743344088,,
25-EMPRESAS PÚBLICAS,05-DIRECCIÓN NACIONAL DE AERONAÚTICA CIVIL,"1- - PERS. TECN. DE DIVERS. AEREAS DE LA DINAC. CAPAC. Y ACTUALIZADOS.
- VUELOS Y SOBREVUELOS SEG. Y EFIC. CON EQUIPOS RECUP.Y RENOV. CON RECURSOS HUMANOS CAPACITADOS.
- PRESTAR LOS SERV. REQUER. PARA SATISF. LAS NECES. DE LAS DISTINTAS ACTIV. DEPEND. DE L (...)",1- *,2015,116546040353,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"3- -ATENCIÓN MÉDICA BRINDADA A LA COMUNIDAD
-ACTIVIDADES DE EXTENSIÓN UNIVERSITARIA REALIZADAS
-CAMPO DE PRÁCTICAS HOSPITALARIAS PARA LAS ACTIVIDADES DOCENTES, ASISTENCIALES Y DE INVESTIGACIÓN PROVEÍDOS",2- *,2012,115761276664,,
11-PODER LEGISLATIVO,02-CÁMARA DE SENADORES,"1- -TIEMPO DE GESTIÓN Y TRÁMITES ADMINISTRATIVOS ESPERADOS
-CALIDAD Y OPORTUNIDAD EN LA EMISIÓN DE LA INFORMACIÓN ESPERADA",0- *,2015,115151355164,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"4- -PREVENCIÓN, EDUCACIÓN E INVESTIGACIÓN, REALIZADA.
-CONSULTAS EFECTUADAS.
-INTERNACIONES EFECTIVAS.
-ASISTENCIA INICIAL EN CASOS DE URGENCIAS, EFECTUADAS.",1- *,2013,114405289104,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,4- DENTRO DE ESTE SUBPROGRAMA SE CONTEMPLA EL PROYECTO DE CONSTRUCCION DE PAVIMENTO TIPO EMPEDRADO ASÍ COMO LA CONSTRUCCION DE OBRAS DE ARTE EN VARIOS TRAMOS CAMINEROS DE LA REPÚBLICA.,2011,113821296490,,
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,1- DOCUMENTOS.,1- *,2015,113764531969,,
11-PODER LEGISLATIVO,02-CÁMARA DE SENADORES,"1- -TIEMPO DE GESTIÓN Y TRÁMITES ADMINISTRATIVOS ESPERADOS
-CALIDAD Y OPORTUNIDAD EN LA EMISIÓN DE LA INFORMACIÓN ESPERADA",0- *,2014,113463091677,,
11-PODER LEGISLATIVO,02-CÁMARA DE SENADORES,"1- -TIEMPO DE GESTIÓN Y TRÁMITES ADMINISTRATIVOS ESPERADOS
-CALIDAD Y OPORTUNIDAD EN LA EMISIÓN DE LA INFORMACIÓN ESPERADA",0- *,2013,113142164934,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"3- -ATENCIÓN MÉDICA BRINDADA A LA COMUNIDAD
-ACTIVIDADES DE EXTENSIÓN UNIVERSITARIA REALIZADAS
-CAMPO DE PRÁCTICAS HOSPITALARIAS PARA LAS ACTIVIDADES DOCENTES, ASISTENCIALES Y DE INVESTIGACIÓN PROVEÍDOS",1- *,2011,110966089626,,
