nivel,entidad,programa,subprgrama,monto,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,1- FUNCIONAMIENTO OPERATIVO,5- *,4934760333,,,
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,4- *,0- *,4907261091,,,
28-UNIVERSIDADES NACIONALES,02-UNIVERSIDAD NACIONAL DEL ESTE,"2- - PROFESIONALES FORMADOS EN EL ÁREA TÉCNICA
",8- *,4872140703,,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,1- *,8- *,4864085847,,,
22-GOBIERNOS DEPARTAMENTALES,12-GOBIERNO DEPARTAMENTAL DE ÑEEMBUCÚ,"1- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,4838852608,,,
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,1- CONTRIBUIR CON LA EDUCACIÓN UNIVERSITARIA EN LA FORMACIÓN DE RECURSOS HUMANOS CAPACES DE INTERACTUAR,0- *,4826468594,,,
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,1- *,14- PLANIFICACIÓN MONITOREO Y EVALUACION,4816637648,,,
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,1- *,0- 0,4801472649,,,
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,1- *,3- FORMACION EN CIENCIAS ECONOMICAS,4743379395,,,
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,2- *,0- *,4737971743,,,
28-UNIVERSIDADES NACIONALES,03-UNIVERSIDAD NACIONAL DE PILAR,2- -DESARROLLO DEL 100 % DEL PLAN CURRICULAR.,6- *,4720584652,,,
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,1- DOCUMENTOS.,2- *,4704019316,,,
22-GOBIERNOS DEPARTAMENTALES,16-GOBIERNO DEPARTAMENTAL DE BOQUERON,1- *,4- *,4697440084,,,
28-UNIVERSIDADES NACIONALES,05-UNIVERSIDAD NACIONAL DE CONCEPCIÓN,"1- FORMACION DE PROFESIONALES UNIVERSITARIOS Y SUPERIOR, ESTIMULANDO EL ESPIRITU CREATIVO, INVESTIGATIVO TENDIENTE A FOMENTAR LA PRODUCCION, E INNOVACION DE CARACTER CIENTIFICO EDUCATIVO Y ARTISTICO EN EL AMBITO LOCAL, NACIONAL E INTERNACIONAL PARA EL FORT (...)",5- FACULTAD DE HUMANIDADES Y CIENCIAS DE LA EDUCACION,4670120243,,,
13-PODER JUDICIAL,03-MINISTERIO PÚBLICO,"1- FISCALIAS PENALES 
VELAR POR EL RESPETO DE LOS DERECHOS Y GARANTIAS CONSTITUCIONALES.
PROMOVER LA ACCION PARA DEFENDER EL PATRIMONIO PUBLICO Y SOCIAL DEL MADIO AMBIENTE Y DE LOS OTROS INTERESES DIFUSOS Y DE LOS DERECHOS DE LOS PUEBLOS INDIGENAS.
EJERCER (...)",2- *,4669404624,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",80- *,4649648362,,,
12-PODER EJECUTIVO,14-MINISTERIO DE LA MUJER,10- *,0- *,4593798812,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",57- *,4583147792,,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,2- *,12- *,4574443069,,,
22-GOBIERNOS DEPARTAMENTALES,08-GOBIERNO DEPARTAMENTAL DE MISIONES,"1- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,4558611321,,,
22-GOBIERNOS DEPARTAMENTALES,05-GOBIERNO DEPARTAMENTAL DE CAAGUAZÚ,1- *,2- *,4537264388,,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,2- *,35- *,4432565199,,,
22-GOBIERNOS DEPARTAMENTALES,06-GOBIERNO DEPARTAMENTAL DE CAAZAPÁ,"1- - DAR CUMPLIMIENTO A LAS FUNCIONES ESTIPULADAS EN LA LEY 346/94
- APOYO LOGÍSTICO PARA EL PROGRAMA",0- *,4408676275,,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,1- *,4360831029,,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,6- *,2- DESARROLLAR POLITICAS LINGUISTICAS NACIONALES Y VELAR POR SU CUMPLIMIENTO EN EL ESTADO PARAGUAYO.,4352621077,,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,1- *,5- *,4277210028,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,06-INSTITUTO PARAGUAYO DEL INDÍGENA,"1- - ORGANIGRAMA ACTUALIZADO 
- REGLAMENTO INTERNO APROBADO
- MANUAL DE FUNCIONES Y PROCEDIMIENTOS ELABORADO.
- FUNCIONARIOS CAPACITADOS.
",0- *,4268794723,,,
11-PODER LEGISLATIVO,01-CONGRESO NACIONAL,"9- SESIONES ORDINARIAS Y EXTRAORDINARIAS REALIZADAS, HORAS TRABAJADAS, DICTÁMENES PRODUCIDOS.",0- *,4258024794,,,
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,"1- FORMACION DE ALUMNOS DE GRADO, POSGRADO E INVESTIGACIONES POR AÑO.","7- FORMACION DE ALUMNOS DE GRADO, POSGRADO E INVESTIGACIONES",4246140675,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"10- - INTEGRIDAD TERRITORIAL Y DEFENSA DE AUTORIDADES LEGITIMAMENTE CONSTITUIDAS, ASEGURADAS.
",6- UNIDADES OPERATIVAS ENCUADRADAS DENTRO DE LOS TRES CUERPOS DE EJERCITO Y NUEVE DIVISIONES DE EJERCITO ENCARGADAS DE LA CUSTODIA DE TODAS LAS FRONTERAS TERRESTRES DEL PAÍS,4241676064,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",74- *,4181870437,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,1- FUNCIONAMIENTO OPERATIVO,7- *,4094037649,,,
22-GOBIERNOS DEPARTAMENTALES,13-GOBIERNO DEPARTAMENTAL DE AMAMBAY,1- *,3- *,4050936526,,,
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,3- *,3- *,4046290037,,,
22-GOBIERNOS DEPARTAMENTALES,13-GOBIERNO DEPARTAMENTAL DE AMAMBAY,1- *,2- AYUDA PARA ESTUDIANTES DE LA CARRERA DE MEDICINA EN CUBA,3978856889,,,
22-GOBIERNOS DEPARTAMENTALES,10-GOBIERNO DEPARTAMENTAL DE ALTO PARANÁ,1- *,1- *,3964383762,,,
22-GOBIERNOS DEPARTAMENTALES,11-GOBIERNO DEPARTAMENTAL DE CENTRAL,"2- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,3919803220,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,14-INSTITUTO NACIONAL DE COOPERATIVISMO,1- *,0- *,3907583998,,,
22-GOBIERNOS DEPARTAMENTALES,10-GOBIERNO DEPARTAMENTAL DE ALTO PARANÁ,1- *,5- *,3900451819,,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,4- *,2- *,3886679525,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",82- *,3879584160,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,15-DIRECCION NACIONAL DE ADUANAS,1- *,0- *,3859969265,,,
22-GOBIERNOS DEPARTAMENTALES,11-GOBIERNO DEPARTAMENTAL DE CENTRAL,1- *,4- *,3819126750,,,
22-GOBIERNOS DEPARTAMENTALES,02-GOBIERNO DEPARTAMENTAL DE SAN PEDRO,"1- -REDUCCIÓN DEL TIEMPO DE GESTIÓN Y TRÁMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CALIDAD Y OPO (...)",0- QUE LOS PROGRAMAS Y PROYECTOS SEAN EJECUTADOS EN TIEMPO Y FORMA APOYANDO LA GESTION EN FORMA EFICAZ Y EFICIENTE,3816340802,,,
22-GOBIERNOS DEPARTAMENTALES,14-GOBIERNO DEPARTAMENTAL DE CANINDEYU,"1- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,3808523376,,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,1- *,2- CCP,3807809471,,,
22-GOBIERNOS DEPARTAMENTALES,12-GOBIERNO DEPARTAMENTAL DE ÑEEMBUCÚ,1- *,"5- INCORPORACIÓN DE LOS ESTRATOS MAS VULNERABLES DE LA POBLACIÓN A LOS PROCESOS DE DESARROLLO SOCIO-ECONÓMICO Y AMBIENTAL DE LA REGIÓN, BUSCANDO LA CREACIÓN DE ENTORNOS COMPETITIVOS PARA LAS EMPRESAS PRIVADAS, PARA LOS PRODUCTORES ETC. EN LA IMPERIOSA NECE (...)",3767780900,,,
22-GOBIERNOS DEPARTAMENTALES,02-GOBIERNO DEPARTAMENTAL DE SAN PEDRO,1- *,"4- EL SECTOR DE DESARROLLO PRODUCTIVO TENDRA POR MISION COOPERAR CON EL DESARROLLO AGROPECUARIO DEL DEPARTAMENTO MEDIANTE LA COORDINACION CON LOS AGENTES PRODUCTIVOS, ASI COMO LA PROGRAMACION Y EJECUCION DE PROYECTOS PRODUCTIVOS TENDIENTES A MEJORAR EL NIV (...)",3737905136,,,
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,1- *,5- *,3737329207,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,26-SECRETARIA DE DEFENSA DEL CONSUMIDOR Y EL USUARIO,1- *,0- *,3697731358,,,
11-PODER LEGISLATIVO,01-CONGRESO NACIONAL,5- -ACTIVIDADES COORDINADAS Y REALIZADAS PARA LA DEFENSA AMBIENTAL,0- *,3677800325,,,
22-GOBIERNOS DEPARTAMENTALES,04-GOBIERNO DEPARTAMENTAL DE GUAIRÁ,"1- - APOYO A LA EDUCACION Y CULTURA
- APOYO AL SECTOR SALUD
- APOYO A LA MUJER, NIÑEZ Y ADOLESCENCIA
- APOYO A LA JUVENTUD",3- *,3636004559,,,
15-OTROS ORGANISMOS DEL ESTADO,02-COM. NAC. DE PREV. CONTRA LA TORTURA Y OTROS TRATOS O PENAS.,1- *,0- *,3634630571,,,
22-GOBIERNOS DEPARTAMENTALES,16-GOBIERNO DEPARTAMENTAL DE BOQUERON,1- *,3- *,3597025350,,,
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,1- *,7- *,3581429954,,,
28-UNIVERSIDADES NACIONALES,03-UNIVERSIDAD NACIONAL DE PILAR,2- -DESARROLLO DEL 100 % DEL PLAN CURRICULAR.,4- *,3526514221,,,
28-UNIVERSIDADES NACIONALES,08-UNIVERSIDAD NACIONAL DE CANINDEYÚ,1- *,1- *,3452852066,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,28-AGENCIA NACIONAL DE TRANSITO Y SEGURIDAD VIAL,1- *,1- SEGURIDAD VIAL,3433206994,,,
22-GOBIERNOS DEPARTAMENTALES,16-GOBIERNO DEPARTAMENTAL DE BOQUERON,1- *,2- *,3414041524,,,
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,"1- FORMACION DE ALUMNOS DE GRADO, POSGRADO E INVESTIGACIONES POR AÑO.","6- FORMACION DE ALUMNOS DE GRADO, POSTGRADO E INVESTIGACIONES.",3402403587,,,
12-PODER EJECUTIVO,04-MINISTERIO DE RELACIONES EXTERIORES,"1- - HITOS CONTROLADOS Y KILÓMETROS DEMARCADOS.
- DOCUMENTOS EXPEDIDOS Y REGISTRADOS.

","2- ESTUDIO, DEMARCACIÓN,  CONTROL Y REGISTRO  DE LOS HITOS DE LOS LÍMITES DE NUESTRO PAÍS, PARA PRESERVAR LA SOBERANIA TERRITORIAL Y EVITAR  DESAVENENCIAS CON PAÍSES LIMÍTROFES.




",3349772315,,,
22-GOBIERNOS DEPARTAMENTALES,10-GOBIERNO DEPARTAMENTAL DE ALTO PARANÁ,1- *,4- *,3296711402,,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,1- *,9- *,3275331870,,,
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,1- *,6- **,3195673461,,,
28-UNIVERSIDADES NACIONALES,03-UNIVERSIDAD NACIONAL DE PILAR,2- -DESARROLLO DEL 100 % DEL PLAN CURRICULAR.,8- *,3172148507,,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"1- -NUMEROS DE CARRERAS ACREDITADAS SEGUN CONVOCATORIA DE ANEAES 
-NUMEROS DE NUEVAS CARRERAS HABILITADAS
-PORCENTAJE DE TITULACION DE CARRERAS 
-GRADO DE SATISFACCION DE LOS EGRESADOS
-NUMERO DE POSTITULO Y POSTGRADO DESARROLLADOS
-NUMERO DE DOCENTES E IN (...)",2- DEPENDENCIA DEL RECTORADO CREADA POR LEY DE PRESYPYESTO EN EL AÑO 2012,3170214574,,,
22-GOBIERNOS DEPARTAMENTALES,08-GOBIERNO DEPARTAMENTAL DE MISIONES,1- *,"4- CONSISTE EN ACCIONES DE CONSERVACION Y RECUPERACION DE SUELOS, FOMENTO A LA PRODUCCION HORTOFRUTICOLA Y APOYO A EMPRENDIMIENTOS NO GUBERNAMENTALES BRINDANDO APOYO  Y ASISTENCIA TECNICA EN EL AREA AGRICOLA Y GANADERA A FIN DE MEJORAR LA PRODUCCION AGROPE (...)",3150441606,,,
28-UNIVERSIDADES NACIONALES,02-UNIVERSIDAD NACIONAL DEL ESTE,"2- - PROFESIONALES FORMADOS EN EL ÁREA TÉCNICA
",9- *,3138378659,,,
28-UNIVERSIDADES NACIONALES,08-UNIVERSIDAD NACIONAL DE CANINDEYÚ,1- *,2- *,3121089607,,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,1- *,6- *,3087914985,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",76- *,3072755198,,,
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,1- *,0- *,3043278888,,,
22-GOBIERNOS DEPARTAMENTALES,07-GOBIERNO DEPARTAMENTAL DE ITAPUA,"8- -REDUCCIÓN DEL TIEMPO DE GESTIÓN Y TRÁMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,3020328257,,,
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,4- PORCENTAJE.,2- *,3007963036,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"15- - CONTROLAR, COORDINAR Y DIRIGIR LA APLICACIÓN DEL`PLAN ACADEMICO DE LOS INSTITUTOS MILITARES DEL EJERCITO.",4- *,2978553470,,,
28-UNIVERSIDADES NACIONALES,02-UNIVERSIDAD NACIONAL DEL ESTE,"2- - PROFESIONALES FORMADOS EN EL ÁREA TÉCNICA
",7- *,2947046741,,,
11-PODER LEGISLATIVO,01-CONGRESO NACIONAL,4- INFORMES,0- *,2946273252,,,
28-UNIVERSIDADES NACIONALES,08-UNIVERSIDAD NACIONAL DE CANINDEYÚ,1- *,3- *,2915815224,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,09-COMISIÓN NACIONAL DE VALORES,"1- FISCALIZAR Y CONTROLAR A LOS SIGUIENTES AGENTES REGISTRADOS:
- SOCIEDADES EMISORAS DE CAPITAL ABIERTO INSCRIPTAS: 38
- SOCIEDADES EMISORAS: 30
- SOCIEDADES CALIFICADORAS DE RIESGO: 4
- ADMINISTRADORA DE FONDOS: 1
- BOLSA DE VALORES: 1
- CASAS DE BOLSA:  (...)",0- *,2907296071,,,
27-ENTIDADES FINANCIERAS OFICIALES,05-CAJA DE PRÉSTAMOS DEL MINISTERIO DE DEFENSA NACIONAL,1- *,0- *,2900887869,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,20-INSTITUTO FORESTAL NACIONAL,"1- CAPACITACIÓN A PRODUCTORES RURALES Y ACTORES DEL SECTOR FORESTAL.				
FORMACIÓN DE TÉCNICO SUPERIOR FORESTAL				
ASISTENCIA TÉCNICA A PRODUCTORES/AS.				
PROMOCIÓN Y FOMENTO DE PROGRAMAS DE PLANTACIONES FORESTALES				
",0- *,2880364385,,,
28-UNIVERSIDADES NACIONALES,03-UNIVERSIDAD NACIONAL DE PILAR,2- -DESARROLLO DEL 100 % DEL PLAN CURRICULAR.,2- *,2880359662,,,
22-GOBIERNOS DEPARTAMENTALES,05-GOBIERNO DEPARTAMENTAL DE CAAGUAZÚ,1- *,4- *,2866292923,,,
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,"2- *
",2- *,2858737920,,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,33- *,2827207652,,,
22-GOBIERNOS DEPARTAMENTALES,14-GOBIERNO DEPARTAMENTAL DE CANINDEYU,1- *,1- *,2737502522,,,
12-PODER EJECUTIVO,11-MINISTERIO DE INDUSTRIA Y COMERCIO,"1- - IMPLEMENTAR LA POLITICA DE APOYO INDUSTRIAL Y CONCERTARLA CON   SECTORES PRODUCTIVOS.
- APOYAR AL CONSEJO DE INVERSIONES EN TODAS LAS DILIGENCIAS   NECESARIAS
- REALIZAR EL ACTA DE LAS REUNIONES DEL CONSEJO Y TRAMITAR ANTE LAS   INSTITUCIONES DEL ESTA (...)",6- *,2737485095,,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,2- *,41- MEJOR. DE EXPORT.,2690472730,,,
11-PODER LEGISLATIVO,01-CONGRESO NACIONAL,15- *,0- *,2665743937,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",72- *,2655063427,,,
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,1- *,11- EDUCACIÓN ESCOLAR INDIGENA,2653178213,,,
22-GOBIERNOS DEPARTAMENTALES,02-GOBIERNO DEPARTAMENTAL DE SAN PEDRO,"2- DICTAR ORDENANZAS, RESOLUCIONES Y PRESTAR ACUERDOS DEL DEPARTAMENTO.
",0- *,2636128340,,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,1- *,7- *,2634777328,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)","19- FISCALIZACION OBLIGATORIA A LAS ENTIDADES PRESTADORAS DE SERVICIOS DE SALUD, CONFORME A LA LEY 1032/96 Y LA LEY 2319/2006",2631047366,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)","23- -PREVENIR LA EXPANSIÓN DEL VIH/SIDA-ITS ESPECIALMENTE EN LA POBLACIÓN MÁS VULNERABLE
-MEJORAR EL ACCESO AL TRATAMIENTO Y ATENCIÓN INTEGRAL DE LAS PVVS.",2623447139,,,
28-UNIVERSIDADES NACIONALES,08-UNIVERSIDAD NACIONAL DE CANINDEYÚ,1- *,4- *,2545792404,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",71- *,2530933201,,,
22-GOBIERNOS DEPARTAMENTALES,05-GOBIERNO DEPARTAMENTAL DE CAAGUAZÚ,1- *,5- *,2504599849,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",81- *,2480254002,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,6- - ALUMNOS CAPACITADOS,"1- CAPACITACION EN ALTOS ESTUDIOS ESTRATEGICOS DE DEFENSA Y DESARROLLO ECONOMICO NACIONAL.
ESTUDIAR COMO AFECTARA AL IAEE LA REESTRUCTURACION DEL CONSEJO NACIONAL DE LA DEFENSA.
ELABORAR LOS MANUALES DE FUNCIONES  Y PROCEDIMIENTOS Y EL REGLAMENTO INTERNO.
 (...)",2443010560,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,10-COMISIÓN NACIONAL DE TELECOMUNICACIONES,2- *,0- *,2316403319,,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,5- *,0- *,2298420400,,,
22-GOBIERNOS DEPARTAMENTALES,09-GOBIERNO DEPARTAMENTAL DE PARAGUARÍ,1- *,2- *,2279292111,,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,23- *,2275670936,,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,1- *,4- *,2253472497,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,16- *,"2- ES LA DEPENDENCIA QUE SE ENCARGA DE REGISTRAR EN UNA BASE DE DATOS TODOS LOS USUARIOS POSEEDORES DE ARMAS DE USO CIVIL Y MILITAR; IGUALMENTE TODOS LOS USUARIOS QUE UTILIZAN EXPLOSIVOS, ACCESORIOS Y AFINES, EN LA REPUBLICA DEL PARAGUAY.",2251882688,,,
