nivel,entidad,programa,subprograma,monto
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,11-DIRECCION NACIONAL DE TRANSPORTE,"1- -IMPLEMENTAR SISTEMA DE CONTROL EN LAS DISTINTAS DEPENDENCIAS RELACIONADAS A LA RECUDACIÒN A FIN DE MEJORAR LOS INGRESOS EN UN MÌNIMO DEL 10% Y EN UN MÀXIMO DEL 20%
-CAPACITAR AL 40% DE LOS FUNCIONARIOS TANTO EN ÀREA ADMINISTRATIVA COMO OPERATIVA.
-MEJO (...)",0- *,283298072460
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,4- *,"7- TIENE POR OBJETIVO: ORGANIZAR, COORDINAR Y ADMINISTRAR LA PARTICIPACION DEL PERSONAL MILITAR, LA PROVISION DE RECURSOS MATERIALES, EQUIPOS Y MEDIOS DE TRANSPORTE CON REPRESENTACION OFICIAL PARAGUAYA EN OPERACIONES DE MANTENIMIENTO DE LA PAZ BAJO MANDATO (...)",282270528372
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,5- *,0- *,278072654616
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,9- *,0- ES UNA INSTITUCIÓN QUE CONTRIBUYE CON LA CAPACITACIÓN DE RECURSOS HUMANOS EN SALUD Y SU EFICIENTE Y EFICAZ DISTRIBUCIÓN,272334878124
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,24- *,0- 0,271703060772
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,28- *,0- *,271436265420
13-PODER JUDICIAL,03-MINISTERIO PÚBLICO,10- *,0- *,268517763600
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"13- - DOTAR A LAS DISTINTAS DEPENDENCIAS DE INSUMOS EN TIEMPO Y FORMA OPORTUNA.
- MAYOR EFICIENCIA EN  LOS TRAMITES ADMINISTRATIVOS.
- AUMENTO DE LAS RECAUDACIONES O CRECIMIENTO DE MATRICULADOS (EFICACIA)
- FUNCIONARIOS CAPACITADOS Y ENTRENADOS.
",0- ADMINISTRA LOS RECURSOS DE LA FPUNA,267516919464
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,4- EFECTIVIDAD EN LA GESTION ADMINISTRATIVA,0- *,266913726972
13-PODER JUDICIAL,03-MINISTERIO PÚBLICO,3- *,2- *,265601773416
22-GOBIERNOS DEPARTAMENTALES,10-GOBIERNO DEPARTAMENTAL DE ALTO PARANÁ,1- *,2- *,258790588428
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,21- CANTIDAD DE COMUNIDADES Y SEGMENTOS CULTURALES DEL PARAGUAY,0- *,257574683736
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"2- -MEJORAR LAS CONDICIONES DE SALUD DE LA POBLACIÓN ASIGNADA A NIVEL NACIONAL, MEDIANTE ACCIONES DE PROMOCIÓN, PREVENCIÓN, CONSULTAS E INTERNACIONES.","2- REDUCIR LA MORBIMORTALIDAD MATERNO INFANTIL DE LA COMUNIDAD DE LOMA PYTA A TRAVÉS DE LA EJECUCIÓN DE PROGRAMAS DE SALUD PUBLICA (PREVENCIÓN Y PROMOCIÓN), PROGRAMAS DE ASISTENCIA INTRA Y EXTRA HOSPITALARIA Y PROGRAMAS DE ADMINISTRACIÓN Y FINANZAS.
REDUCI (...)",250832754732
24-ENTIDADES PÚBLICAS DE SEGURIDAD SOCIAL,05-CAJA DE JUBILACIONES Y PENSIONES DEL PERSONAL MUNICIPAL,"1- REALIZAR UN TRABAJO CON ALTO GRADO DE PRODUCTIVIDAD Y EFICIENCIA, A TRAVES DE LA ADQUISICION DE BIENES DE CAPITAL Y CREDITOS PRESUPUESTARIOS ASIGNADOS A  GASTOS DE FUNCIONAMIENTO U OPERATIVOS",0- *,248157264840
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"20- INDIVIDUOS, GRUPOS Y COMUNIDADES ATENDIDOS EN LOS SERVICIOS SOCIALES.
SISTEMAS DE AGUA POTABLE CONSTRUIDOS Y MEJORADOS Y EFECTOS DE RIESGOS AMBIENTALES MITIGADOS.
ACTIVIDADES PARA EL CONTROL DE ESTABLECIMIENTOS Y PRODUCTOS DE CONSUMO DE LA POBLACIÓN.
Z (...)",6- INSTITUCIÓN RECTORA ENCARGADA DE DEFINIR LA RELACIÓN ENTRE SALUD HUMANA Y MEDIO AMBIENTE,245022623088
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,9- VIVIENDAS ENCUESTADAS,4- *,244445553660
22-GOBIERNOS DEPARTAMENTALES,05-GOBIERNO DEPARTAMENTAL DE CAAGUAZÚ,1- *,1- *,244231171860
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,20- OBRAS COMPLEMENTARIAS NECESARIAS PARA LA CULMINACIÓN DE LA REHABILITACIÓN Y PAVIMENTACIÓN DE LA RUTA NACIONAL N° 10 DE LAS RESIDENTAS.,242480596644
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,3- *,18- CONSISTE EN REALIZAR ACCIONES TENDIENTES A MEJORAR LA CALIDAD DE VIDA DEL ENFERMO RENAL EN TODAS SUS ETAPAS,241360538580
22-GOBIERNOS DEPARTAMENTALES,12-GOBIERNO DEPARTAMENTAL DE ÑEEMBUCÚ,1- *,"3- MEJORAR LA ORIENTACION DE LAS ACCIONES DE EN LA ATENCION DE LOS SERVICIOS SOCIALES DE PRIMERA NECESIDAD (OBRAS PUBLICAS) A TRAVES DE LA ADOPCION DE MECANISMOS DE PRIORIZACION DE OBJETIVOS SUPERLATIVOS Y ESTRATEGIAS, Y EL CONSTANTE RELEVAMIENTO, Y ANALIS (...)",241267893636
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,24- *,0- *,238268261556
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,8- CASOS,0- *,237310500432
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,3- *,"7- REALIZA ACCIONES PARA MEJORAR LA CALIDAD DE VIDA DE LOS HABITANTES A TRAVÉS DE LA ATENCIÓN Y HOSPITALIZACIÓN A MADRES E HIJOS, MUJER EMBARAZADA, POR MEDIO DE CAMPAÑAS DE PREVENCIÓN, PROMOCIÓN, RECUPERACIÓN Y REHABILITACIÓN, A UNA IMPORTANTE FRANJA POBLA (...)",236545714044
22-GOBIERNOS DEPARTAMENTALES,14-GOBIERNO DEPARTAMENTAL DE CANINDEYU,1- *,3- *,236361222708
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,15- *,0- *,236015556672
12-PODER EJECUTIVO,11-MINISTERIO DE INDUSTRIA Y COMERCIO,3- *,0- *,236011680984
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,"3- 17 DEPARTAMENTOS FORTALECIDOS
ONA FORTALECIDO
INTN FORTALECIDO
40 NORMAS PROMULGADAS
3 INSTITUCIONES FORTALECIDAS
",0- *,230674460880
12-PODER EJECUTIVO,03-MINISTERIO DEL INTERIOR,4- *,0- *,229885183284
25-EMPRESAS PÚBLICAS,05-DIRECCIÓN NACIONAL DE AERONAÚTICA CIVIL,"2- EFICIENCIA, CALIDAD Y SEGURIDAD; EN LOS SERVICIOS PRESTADOS A LAS AERONAVES Y PASAJEROS, POR OPERACIONES REALIZ. EN TIERRA. CON PERSONAL CAPACITADO; INFRAESTRUCTURAS, INSTALACIONES, EQUIPOS, HERRAMIENTAS E INSUMOS EN OPTIMAS CONDICIONES Y ADECUADAS.",2- ASIGNACION PRESUPUESTARIA ADECUADO PARA HACER FRENTE A LOS REQUERIMIENTOS MINIMOS.,229599287412
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,11- *,0- *,226560840456
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,"23- - DISCIPLINAS DEPORTIVAS FOMENTADAS
- 52 INSTITUCIONES DEPORTIVAS APOYADAS ECONOMICAMENTE
- PROFESIONALES CONTRATADOS PARA LA DIFUSIÓN Y CONCIENTIZACIÓN DEPORTIVA.",4- *,225951163800
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,14- *,0- *,225589835676
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,"2- ASESORAR Y RECOMENDAR CURSOS DE ACCIÒN, QUE PERMITA EL MEJORAMIENTO ESTRUCTURAL DEL PAIS.
ESTUDIAR LOS EFECTOS DE LAS MEDIDAS DE POLITICAS ECONOMICAS SOBRE LA ECONOMIA GENERAL Y LAS FINANZAS PUBLICAS DEL PAIS.
ELABORAR Y PROPONER ORIENTACIONES Y MEDIDAS (...)",0- *,223571967888
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"7- -FORMAR PROFESIONALES CAPACITADOS EN EL AREA DE LA BIOQUIMICA, FARMACIA, INGENIERIA QUIMICA, LIC. EN TECNOLOGIA DE ALIMENTOS, QUIMICA INDUSTRIAL, INGENIERIA DE ALIMENTOS  Y LIC. EN NUTRICION, DENTRO DEL MARCO DE LA MEJORA CONTINUA DE LA GESTIÓN ACADÉMIC (...)",0- *,223266510420
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"14- -LA CAPACITACION DE RRHH CALIFICADOS EN ENFERMERIA Y OBSTETRICIA, DE NIVEL UNIVERSITARIO, PARA FORTALECER LOS SERVICIOS SOCIALES Y DE SALUD, REGIONALES Y NACIONALES.",1- *,221773876680
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,4- ASISTIR ADMINISTRATIVAMENTE A 14 PENITENCIARIAS DEL PAIS,15- DEPENDENCIA ENCARGADA DE LA ATENCION DE LOS ADOLESCENTES INFRACTORES,221050012680
22-GOBIERNOS DEPARTAMENTALES,08-GOBIERNO DEPARTAMENTAL DE MISIONES,1- *,"1- MEJORAR Y MODERNIZAR LAS INFRAESTRUCTURAS, LOS SERVICIOS Y EL EQUIPAMIENTO DE CARACTER PUBLICO DEL DEPARTAMENTO DE MISIONES CON LA COORDINACION Y EL APOYO DE LAS MUNICIPALIDADES Y LAS DISTINTAS INSTITUCIONES PUBLICAS PARA MEJORAR EL AREA DE INFRAESTRUCT (...)",219246581460
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"5- -PERSONAS INFORMADAS, CAPACITADAS Y ATENDIDAS.
-PROMOCIONES, PREVENCIONES Y CONSULTAS REALIZADAS.","2- MEJORAR LA SALUD REPRODUCTIVA Y SEXUAL DE LA POBLACIÓN DEL PARAGUAY A TRAVÉS DE POLÍTICAS, PROGRAMAS Y PROYECTOS INTEGRADOS Y SOSTENIDOS QUE ASEGUREN LA ATENCIÓN INTEGRAL AL INDIVIDUO Y A LA COMUNIDAD CON ENFOQUE DE DERECHOS, CALIDAD, GÉNERO Y EQUIDAD.",216209451744
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"4- - REDUCCION DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
- REDUCCION DEL TIEMPO DE PROCESAMIENTO DE PAGO DE LAS OBLIGACIONES CONTRAIDAS.
- MEJORA EN LA CALIDAD Y OPORTUNIDAD EN LA EMISION DE LA INFORMACION ESPERADOS.",0- *,216187815600
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,4- - ALUMNOS FORMADOS,5- *,213563188632
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"7- -PROMOCIONES Y PREVENCIONES REALIZADAS.
-CONSULTA E INVESTIGACIONES CONCLUIDAS.
-CAPACITACIONES REALIZADAS","3- -IMPLEMENTAR   PROGRAMAS  DE  VIGILANCIA  LABORATORIAL , PARA  EL  CONTROL  Y  EVALUACIÓN  DE  LA  VIGILANCIA EPIDEMIOLOGICA A  FIN  DE   DISMINUIR  LA  MORBI- MORTALIDAD DE  PATOLOGÍAS  PREVALENTES  EN  NUESTRO  PAIS.    
-APOYAR LA  VIGILANCIA  EPIDEM (...)",212532113712
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"1- - 1 PRESTACIÓN DE SERVICIOS ACÁDEMICOS Y CIENTÍFICOS 64.027 SERVICIOS 12.629.025.560.
- 2 CURSOS DE ESPECIALIZACIÓN Y POSTGRADO 1.158 ALUMNOS 1.239.165.269.
- 3 EXTENSIÓN UNIVERSITARIA E INVESTIGACIÓN CIENTÍFICA 2 INVESTIGACIONES 224.783.996.
- 4 INCENT (...)",0- *,208258998396
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,"01-INSTITUTO NACIONAL DE TECNOLOGÍA, NORMALIZACIÓN Y METROLOGIA","1- CONSISTE EN EL ESTUDIO, APROBACION Y DIFUSION DE LAS NORMAS TECNICAS. REALIZACION DEL CONTROL METROLOGICO POR PARTE DEL ESTADO DE LOS INSTRUMENTOS REGLAMENTADOS Y MEDIDAS, ASI COMO EN LOS SERVICIOS DE CALIBRACION DE INSTRUMENTOS DE MEDICION Y MEDIDAS. 
 (...)","3- ENSAYOS DE LABORATORIOS, ENSAYOS QUÍMICOS, FÍSICO-QUÍMICOS,  FÍSICOS Y/O MICROBIOLÓGICOS,ASISTENCIAS TÉCNICAS Y TRANSFERENCIA DE TECNOLOGÍAS, VERIFICACIONES E INSPECCIONES E INVESTIGACIONES CIENTÍFICAS
",204556390500
22-GOBIERNOS DEPARTAMENTALES,03-GOBIERNO DEPARTAMENTAL DE CORDILLERA,1- *,2- *,202780460448
12-PODER EJECUTIVO,11-MINISTERIO DE INDUSTRIA Y COMERCIO,2- -CONSUMIDORES Y USUARIOS DENUNCIANTES QUE SE PRESENTAN A LA DIRECCIÓN GENERAL DE DEFENSA DEL CONSUMIDOR O A LOS MUNICIPIOS PARTICIPANTES MANIFIESTAN SU SATISFACCIÓN EN EL MANEJO DE SUS CASOS: 15000 -CONSUMIDORES ASIGNACIÓN PRESUPUESTARIA 2.300.-,0- *,202708475952
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"10- * PROVISION DE BIENES DE CONSUMO E INSUMOS EN TIEMPO Y FORMA.
* CELERIDAD DE LOS TRAMITES ADMINISTRATIVOS.
* NUMERO DE ALUMNOS MATRICULADOS
* ALUMNOS INSCRIPTOS EN EL CURSO PROBATORIO DE INGRESO
","0- EJECUCION PRESUPUESTARIA DE 100%
FUNCIONARIOS CAPACITADOS 10%
AVANZAR EN EL PROCESO  DE IMPLEMENTACION DEL MECIP
",200131038612
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"2- -MEJORAR LAS CONDICIONES DE SALUD DE LA POBLACIÓN ASIGNADA A NIVEL NACIONAL, MEDIANTE ACCIONES DE PROMOCIÓN, PREVENCIÓN, CONSULTAS E INTERNACIONES.","22- * ATENCIÓN DE CIRUGÍAS ESPECIFICAS Y CASOS CLÍNICOS DE ACUERDO A LA COMPLEJIDAD DEL HOSPITAL
* EDUCACIÓN Y PREVENCIÓN
* DISMINUCIÓN PORCENTUAL DE MUERTE MATERNO INFANTIL
* POTENCIAR EL ÁREA DE DIAGNOSTICO
* DAR BUENA ATENCIÓN Y RESPUESTA A LA COMUNIDAD (...)",199370090496
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,10- CASOS,0- *,198722725440
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"2- * INCREMENTAR LOS NIVELES DE SEGURIDAD Y CUSTODIA DEL ESPACIO AÉREO NACIONAL DE MANERA EFICIENTE Y EFICAZ, A TRAVÉS DEL ADIESTRAMIENTO DE TRIPULACIONES AÉREAS, TÉCNICOS DE AERONAVES Y LA ADECUADA FORMACIÓN ESPECIALIZADA Y CAPACITACIÓN ACADÉMICA DEL PERS (...)",1- 1ª BRIGADA AEREA,194693243808
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,16- *,0- *,186760101780
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,"3- -ASESORAMIENTOS INTEGRALES AL SECTOR PÚBLICO REALIZADOS.
-INTERVENCIONES ASISTIDAS AL DEPARTAMENTO DE DELITOS ECONOMICOS DE LA POLICIA NACIONAL.
-INTERVENIR EN CASOS DE DAÑO AL PATRIMONIO DEL ESTADO.",0- *,186089980800
13-PODER JUDICIAL,03-MINISTERIO PÚBLICO,3- *,4- *,183963455076
22-GOBIERNOS DEPARTAMENTALES,14-GOBIERNO DEPARTAMENTAL DE CANINDEYU,1- *,2- *,183936846036
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,18-SERVICIO NACIONAL DE CALIDAD Y SANIDAD VEGETAL Y DE SEMILLAS,2- ATENDIENDO LA VARIABILIDAD Y LA PRESENCIA DE FACTORES DE RIESGOS IMPREVISIBLES EN LA PRODUCCION AGRICOLA Y FUNDAMENTALMENTE EN EL AREA FITOSANITARIA Y DE SEMILLAS ES NECESARIA LA IMPLEMENTACION DE ACTIVIDADES QUE REQUIEREN UNA MAYOR INTENCIDAD DE EJECUC (...),0- *,183600000000
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,"16- 1)UNIDAD EJECUTORA Y ACTORES INVOLUCRADOS AL SISTEMA NACIONAL DE INNOVACION FORTALECIDOS EN GESTION TECNOLOGICA E INNOVACION.
2)PROYECTOS PILOTOS DE INNOVACION DE EMPRESAS E INVESTIGACION DE UNIVERSIDADES Y CENTROS DE INVESTIGACION SELECCIONADOS Y PARC (...)",0- *,182547596448
12-PODER EJECUTIVO,11-MINISTERIO DE INDUSTRIA Y COMERCIO,"1- - ASISTIR A LAS PEQUEÑAS Y MEDIANAS EMPRESAS (PYMES), 150 PYMES ASISTIDAS POR EL PROGRAMA.",0- *,180764322312
22-GOBIERNOS DEPARTAMENTALES,09-GOBIERNO DEPARTAMENTAL DE PARAGUARÍ,1- *,1- *,180578013864
24-ENTIDADES PÚBLICAS DE SEGURIDAD SOCIAL,01-INSTITUTO DE PREVISIÓN SOCIAL,4- *,1- *,180000000000
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,27- *,0- *,178600730508
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,16-SERVICIO NACIONAL DE CALIDAD Y SALUD ANIMAL,"1- SON LAS ACCIONES INSTITUCIONALES REALIZADAS EN EL MARCO DE LA CALIDAD Y SALUD ANIMAL CON EL OBJETO DE MANTENER Y MEJORAR EL STATUS SANITARIO ANIMAL NACIONAL, VOLVER A SUS PRODUCTOS Y SUBPRODUCTOS MAS COMPETITIVOS GARANTIZANDO SU INOCUIDAD PARA EL CONSUM (...)","5- GERENCIAMIENTO DE ACCIONES CON MIRAS A LA PROTECCIÓN, MANUTENCIÓN Y MEJORAMIENTO DE LA SANIDAD ANIMAL, IDENTIDAD Y TRAZABILIDAD CON RESPONSABILIDAD SOCIAL Y MEDIO AMBIENTAL,TENDIENTES AL INCREMENTO DE LOS NIVELES DE COMPETITIVIDAD, CALIDAD, SOSTENIBILID (...)",178080169428
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,1- *,0- *,177548492832
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,21- *,0- *,175003754532
25-EMPRESAS PÚBLICAS,05-DIRECCIÓN NACIONAL DE AERONAÚTICA CIVIL,3- *,0- *,174407305440
27-ENTIDADES FINANCIERAS OFICIALES,03-CRÉDITO AGRÍCOLA DE HABILITACIÓN,"1- -REDUCCIÓN DEL TIEMPO DE GESTIÓN Y TRÁMITES ADMINISTRATIVOS.
-REDUCCIÓN DEL TIEMPO DE PROCESAMIENTO DE PAGO DE LAS OBLIGACIONES CONTRAÍDAS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROV (...)",0- *,173490034632
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,21-SECRETARÍA DEL AMBIENTE,1- *,0- *,172564941396
28-UNIVERSIDADES NACIONALES,02-UNIVERSIDAD NACIONAL DEL ESTE,"4- -FORMAR PROFESIONALES EN EL AREA DE LAS CIENCIAS ECONOMICAS.
-CAPACITAR Y  ACTUALIZAR A FUNCIONARIOS, PROFESORES Y EGRESADOS.
",1- FACULTAD DE CIENCIAS ECONOMICAS,170293229328
22-GOBIERNOS DEPARTAMENTALES,12-GOBIERNO DEPARTAMENTAL DE ÑEEMBUCÚ,1- *,"1- ES NOTORIA LA INEQUIDAD QUE AFECTA A INSTITUCIONES RURALES, ESCUELAS INCOMPLETAS, ACCESO ESCOLAR TARDIO, BAJO RENDIMIENTO, REDUCIDA ABSORCION Y EGRESO EN LA EDUCACIÓN MEDIA, DEFICITS EN INFRAESTRUCTURA EDILIA, EQUIPAMIENTO Y MATERIAL EDUCATIVO Y ADEMAS  (...)",168680828904
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"8- - ASISTENCIA MEDICA AL PERSONAL MILITAR Y CIVIL QUE CONCURRAN A LA INSTITUCION.
- AUMENTAR EL NUMERO DEL PERSONAL DISPONIBLE EN LAS DISTINTAS CATEGORIAS (MEDICOS, PARAMEDICOS E IDONEOS).
- MEJORAR EL EQUIPAMIENTO DE SUS INSTALACIONES, DE SUERTE A ELEVAR (...)",0- *,167530766760
27-ENTIDADES FINANCIERAS OFICIALES,07-AGENCIA FINANCIERA DE DESARROLLO,"1- - GESTIÓN ADMINISTRATIVA EJECUTIVA COORDINADA Y EJECUTADA.
- TIEMPO DE GESTIÓN Y TRAMITES ADMINISTRATIVOS ESPERADOS.
- CALIDAD Y OPORTUNIDAD EN LA EMISIÓN DE LA INFORMACIÓN ESPERADAS.",0- *,166823878200
22-GOBIERNOS DEPARTAMENTALES,01-GOBIERNO DEPARTAMENTAL DE CONCEPCION,2- *,3- *,165367497288
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,4- ASISTIR ADMINISTRATIVAMENTE A 14 PENITENCIARIAS DEL PAIS,"2- RECLUSION Y GUARDA DE 3000 INTERNOS.
",161920920000
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"1- - 1 PRESTACIÓN DE SERVICIOS ACÁDEMICOS Y CIENTÍFICOS 64.027 SERVICIOS 12.629.025.560.
- 2 CURSOS DE ESPECIALIZACIÓN Y POSTGRADO 1.158 ALUMNOS 1.239.165.269.
- 3 EXTENSIÓN UNIVERSITARIA E INVESTIGACIÓN CIENTÍFICA 2 INVESTIGACIONES 224.783.996.
- 4 INCENT (...)",5- *,161755914504
13-PODER JUDICIAL,04-CONSEJO DE LA MAGISTRATURA,"1- -EDICTOS PUBLICADOS.
-CANDIDATOS EN TERNAS SELECCIONADAS.
-LLAMADOS A CONCURSO.
-INFRAESTRUCTURA EDILICIA E INFORMATICA MEJORADA.",0- *,160875482508
22-GOBIERNOS DEPARTAMENTALES,05-GOBIERNO DEPARTAMENTAL DE CAAGUAZÚ,1- *,3- *,159822672840
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)","17- LA XVI REGION SANITARIA BOQUERON FUE CREADA POR DECRETO Nº 4267 DE FECHA 17 DE JUNIO DE 1994 Y LA RESOLUCION Nº 20 Y TIENE COMO PROPOSITO ESENCIAL EL CUMPLIMIENTO Y LA EJECUCION DE LOS PROGRAMAS NACIONALES DE SALUD EMANADOS DEL M.S.P. Y B.S., COMO ASI  (...)",157712327592
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,"6- - 45.000 PARTICIPACIONES EN FUNCION AL CUMPLIMIENTO DE LAS NORMAS LABORALES (MEDIACIÓN, CONCILIACIÓN Y ARBITRAJE, INSPECCIONES DE HIGIENE Y SEGURIDAD",1- *,156366758532
28-UNIVERSIDADES NACIONALES,02-UNIVERSIDAD NACIONAL DEL ESTE,"2- - PROFESIONALES FORMADOS EN EL ÁREA TÉCNICA
",0- *,155929727244
12-PODER EJECUTIVO,11-MINISTERIO DE INDUSTRIA Y COMERCIO,"2- 1 - LOGRAR LA REVERSIÓN DE LA SITUACIÓN DE LA BALANZA COMERCIAL.
2 - DISMINUIR LA INFORMALIDAD EN EL COMERCIO DE SERVICIOS.
3 - ORDENAR Y REGLAMENTAR EL MERCADO DE COMBUSTIBLES DERIVADOS DEL PETRÓLEO.
4 - PROTEGER, REGULAR, DIFUNDIR LOS DERECHOS DEL CON (...)",1- *,155868399012
28-UNIVERSIDADES NACIONALES,03-UNIVERSIDAD NACIONAL DE PILAR,"1- * ACTUALIZACION DE LA ORGANIZACION, FUNCIONES Y PROCEDIMIENTOS ADMINISTRATIVOS.
*IMPLEMENTACION DE SISTEMA DE PLANIFICACION CONTINUA
* NUMERO DE CURSOS DE CAPACITACION DIRIGIDOS A FUNCIONARIOS.
* CANTIDAD DE FUNCIONARIOS CAPACITADOS.
* IMPLEMENTACION DE (...)",0- *,154953815544
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,3- *,"20- OTORGA SUBSIDIO A LOS PACIENTES INSOLVENTES PARA EL TRATAMIENTO CON TRASPLANTE DE ÓRGANOS Y TEJIDOS, CON EL OBJETIVO DE UN MEJOR PRONOSTICO Y CALIDAD DE VIDA.",153700861164
22-GOBIERNOS DEPARTAMENTALES,04-GOBIERNO DEPARTAMENTAL DE GUAIRÁ,"1- - APOYO A LA EDUCACION Y CULTURA
- APOYO AL SECTOR SALUD
- APOYO A LA MUJER, NIÑEZ Y ADOLESCENCIA
- APOYO A LA JUVENTUD",1- *,153076168932
22-GOBIERNOS DEPARTAMENTALES,06-GOBIERNO DEPARTAMENTAL DE CAAZAPÁ,3- *,3- *,152684864772
22-GOBIERNOS DEPARTAMENTALES,08-GOBIERNO DEPARTAMENTAL DE MISIONES,1- *,"2- CONSISTE EN CAPACITAR PERMANENTEMENTE A LOS ACTORES EDUCATIVOS DEL DEPARTAMENTO, MONITOREAR Y EVALUAR LAS ACTIVIDADES PEDAGOGICAS, ADMINISTRATIVAS, TECNOLOGICAS, LA INVESTIGACION EDUCATIVA. ACOMPAÑAMIENTO A LOS PLANES Y PROGRAMAS DE APOYO, ORIENTADOS A  (...)",152533946040
22-GOBIERNOS DEPARTAMENTALES,13-GOBIERNO DEPARTAMENTAL DE AMAMBAY,1- *,1- PROVISIÓN DE LECHE A UN PROMEDIO DE 18.000 NIÑOS,151888167348
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,13- - DOCENTES PROFESIONALIZADOS,0- *,151790058312
